       2511890.0    1.5848900e-08 
       251189.00    4.7863000e-05 
       199526.00    9.5499300e-05 
       158489.00    0.00019054600 
       125893.00    0.00038018900 
       100000.00    0.00075857800 
       79432.800     0.0015135600 
       63095.700     0.0030199500 
       50118.700     0.0030199500 
       39810.700     0.0060256000 
       31622.800      0.012022600 
       25118.900      0.023988300 
       19952.600      0.047863030 
       15848.900      0.075857800 
       12589.300       0.12056473 
       10000.000       0.15897600 
       7943.2800       0.21698604 
       6309.5700       0.28632370 
       5011.8700       0.42551224 
       4466.8400       0.50953180 
       3981.0700       0.62955877 
       3548.1300       0.84610288 
       3162.2800        1.1167337 
       2818.3800        1.4465506 
       2511.8900        1.4449801 
       2238.7200        1.6665621 
       1995.2600        2.0442244 
       1778.2800        2.5865664 
       1584.8900        3.2192943 
       1412.5400        4.0386634 
       1258.9300        5.2128992 
       1122.0200        5.1950889 
       1000.0000        4.3001804 
       912.00000        2.6178200 
       800.00000        3.1413800 
       700.00000        4.1885100 
       600.00000        5.2356400 
       500.00000        7.3299000 
       400.00000        10.471300 
       300.00000        16.754000 
       200.00000        31.413800 
       100.00000        104.71300 
